material_uuid	description	consumable	material_class	actor_uuid	status_uuid	add_date	mod_date
82edb329-d2c3-4268-a3b5-6dc9ebf2d80d	96 Well Plate well#: E10	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
78bc71a3-fd4a-4afb-83b4-d435d6269ec5	96 Well Plate well#: E11	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
eabd6647-54c5-41f0-bc7d-a2d06b17ebd9	96 Well Plate well#: E12	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
9a3f67d1-726b-4259-920f-1c880439ef1c	96 Well Plate well#: F1	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
1a5da99a-0ec6-4fff-8b12-8765299b6e1f	96 Well Plate well#: F2	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
d23b90cc-49b4-413c-a921-725fa454e397	96 Well Plate well#: F3	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
e6d2d1d2-665d-49e0-9fb6-b4fcd820576d	96 Well Plate well#: F4	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
8bf2d20a-4e6a-4ba4-b661-4104ee54f914	96 Well Plate well#: F5	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
057d8a14-78bd-4a06-9f66-1df117630732	96 Well Plate well#: F6	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
f0aa2975-f9da-4532-89f9-bb4b6ff5b610	96 Well Plate well#: F7	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
207be5ad-8337-42cd-a2e9-366c7147c117	96 Well Plate well#: F8	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
857ac040-0d7d-477c-b5e1-0f720f8633da	96 Well Plate well#: F9	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
a1f07015-ad43-47f4-bf16-763c91efb5c7	96 Well Plate well#: F10	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
237ae938-1549-4017-98bb-fb54320604ed	96 Well Plate well#: F11	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
75df6f20-2d32-4f3b-b84b-ee3d6fb30da9	96 Well Plate well#: F12	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
2de5edb4-e23b-49e4-ab82-67dce3860b40	96 Well Plate well#: G1	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
87ba7836-4d1f-4eca-8709-29b1df5ee6cd	96 Well Plate well#: G2	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
b950c263-e4cf-479a-8854-06c3d5c502c4	96 Well Plate well#: G3	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
1e1e40cf-6ee9-4b24-adf7-9815fd8104ad	96 Well Plate well#: G4	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
68de6dfd-7cb6-4138-b4fd-f9ef875c3264	96 Well Plate well#: G5	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
c1734952-47d2-473c-97c4-60ad5703c319	96 Well Plate well#: G6	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
b634e0ef-c942-48f2-b426-6b6929749939	96 Well Plate well#: G7	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
2cd46c8e-4d59-4ff9-b19d-715a7b1844f4	96 Well Plate well#: G8	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
a0749467-7882-457b-9c2c-33458f242891	96 Well Plate well#: G9	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
63037b5e-b758-4e7d-9fab-57c9eeb019b2	96 Well Plate well#: G10	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
8e70485c-0c8e-4eb1-85eb-cad1266122ca	96 Well Plate well#: G11	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
51e1b35c-2f16-4354-8b03-8a459fa910ae	96 Well Plate well#: G12	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
5b7cbc25-db86-4c52-81f6-d337fc0b8dd8	96 Well Plate well#: H1	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
1a32b18b-dcd4-42b1-a2f1-874a2b68b0a5	96 Well Plate well#: H2	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
1bd4c44f-80d5-40c7-b170-a211c1c760d4	96 Well Plate well#: H3	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
decd4796-0abf-4fb8-bbf9-4aafa494cef9	96 Well Plate well#: H4	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
416d0835-374b-404e-a897-9459868c6b6b	96 Well Plate well#: H5	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
49855c62-10ae-4f2d-ac7c-daba7db491cd	96 Well Plate well#: H6	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
ddaaca2c-1820-4500-a3d0-bea83109a01d	96 Well Plate well#: H7	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
2b9773b3-2706-4fc8-9641-a1946e3377fe	96 Well Plate well#: H8	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
d706f68a-cc4c-4b8e-a47f-d08fc06cfb2f	96 Well Plate well#: H9	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
9c27e9d2-33d2-4a50-beed-e1966cf031a0	96 Well Plate well#: H10	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
8b6e6de3-4b0f-4b64-9341-e3bb961e24b8	96 Well Plate well#: H11	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
a3c08496-359a-4083-9fa5-72093d17a50a	96 Well Plate well#: H12	f	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.63027+00	2021-04-19 02:07:14.828677+00
a05e1c4a-6011-4318-9178-5e171744e9b0	Stock A	t	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.855628+00	2021-04-19 02:07:14.855628+00
4ac48e3e-7337-43aa-8698-8b251172dc0c	Stock B	t	model			2021-04-19 02:07:14.865602+00	2021-04-19 02:07:14.865602+00
309ba920-90d0-4197-b68a-ff040f77cdc8	Stock FAH	t	model	c8c5d2a7-351e-4980-9b1a-9b491a1ec4ae		2021-04-19 02:07:14.872035+00	2021-04-19 02:07:14.872035+00
4e6028fa-cb28-4acd-8aed-ce2afb9370aa	Tube: 5mL	t				2021-04-19 02:07:16.796279+00	2021-04-19 02:07:16.796279+00
